Column1,Column2
0.126511,576700
0.126516,578160
0.126531,579620
0.126542,581080
0.126562,582540
0.126582,584000
0.126588,585460
0.126594,586920
0.1266,588380
0.126607,589840
0.12662,591300
0.126626,592760
0.12664,594220
0.126679,595680
0.126682,597140
0.126686,598600
0.126719,600060
0.126736,601520
0.126751,602980
0.126762,604440
0.12678,605900
0.126788,607360
0.12682,608820
0.126827,610280
0.126839,611740
0.126845,613200
0.126851,614660
0.126865,616120
0.126885,617580
0.126891,619040
0.126964,620500
0.12697,621960
0.126976,623420
0.12698,624880
0.127016,626340
0.127024,627800
0.127036,629260
0.127042,630720
0.12705,632180
0.127073,633640
0.127084,635100
0.12709,636560
0.127096,638020
0.127104,639480
0.127109,640940
0.127116,642400
0.127122,643860
0.127135,645320
0.127142,646780
0.127148,648240
0.127153,649700
0.127171,651160
0.127188,652620
0.127194,654080
0.1272,655540
0.127221,657000
0.127227,658460
0.127243,659920
0.127259,661380
0.127271,662840
0.127277,664300
0.127296,665760
0.127316,667220
0.127328,668680
0.127347,670140
0.127361,671600
0.127379,673060
0.127387,674520
0.127399,675980
0.127405,677440
0.127424,678900
0.127432,680360
0.127438,681820
0.12745,683280
0.127454,684740
0.127464,686200
0.127476,687660
0.127489,689120
0.127494,690580
0.127508,692040
0.127527,693500
0.127535,694960
0.127554,696420
0.12756,697880
0.127566,699340
0.127573,700800
0.12758,702260
0.127587,703720
0.132183,705180
0.132189,706640
0.132208,708100
0.132222,709560
0.132228,711020
0.132234,712480
0.13224,713940
0.13226,715400
0.132286,716860
0.132294,718320
0.132306,719780
0.132312,721240
0.132319,722700
0.132325,724160
0.132331,725620
0.132345,727080
0.132364,728540
0.132372,730000
0.132384,731460
0.132397,732920
0.132402,734380
0.132408,735840
0.132424,737300
0.132436,738760
0.132442,740220
0.13245,741680
0.132468,743140
0.132482,744600
0.132489,746060
0.132497,747520
0.13251,748980
0.132527,750440
0.132535,751900
0.132563,753360
0.132575,754820
0.132581,756280
0.132589,757740
0.132601,759200
0.132615,760660
0.132621,762120
0.132641,763580
0.132647,765040
0.132661,766500
0.132667,767960
0.132674,769420
0.132699,770880
0.132705,772340
0.132713,773800
0.132719,775260
0.132725,776720
0.132746,778180
0.132765,779640
0.132771,781100
0.132784,782560
0.132797,784020
0.132803,785480
0.132809,786940
0.132821,788400
0.132829,789860
0.132842,791320
0.132869,792780
0.132875,794240
0.132881,795700
0.132887,797160
0.132894,798620
0.132906,800080
0.132914,801540
0.132927,803000
0.132947,804460
0.132961,805920
0.132967,807380
0.132975,808840
0.132987,810300
0.133,811760
0.133006,813220
0.133013,814680
0.13302,816140
0.133035,817600
0.133041,819060
0.133059,820520
0.133073,821980
0.133098,823440
0.133104,824900
0.133112,826360
0.133131,827820
0.133138,829280
0.133144,830740
0.133152,832200
0.133157,833660
0.133166,835120
0.13317,836580
0.133179,838040
0.133186,839500
0.133192,840960
0.133198,842420
0.133212,843880
0.133239,845340
0.13327,846800
0.13328,848260
0.133286,849720
0.133292,851180
0.133298,852640
0.133317,854100
0.133345,855560
0.133359,857020
0.133371,858480
0.13339,859940
0.133411,861400
0.133423,862860
0.13345,864320
0.133486,865780
0.133501,867240
0.133507,868700
0.133512,870160
0.133525,871620
0.133538,873080
0.133545,874540
0.133551,876000
0.133557,877460
0.133563,878920
0.133576,880380
0.133582,881840
0.133596,883300
0.133602,884760
0.133628,886220
0.133648,887680
0.133654,889140
0.133666,890600
0.133672,892060
0.13368,893520
0.133686,894980
0.133694,896440
0.133714,897900
0.133726,899360
0.133734,900820
0.133746,902280
0.133754,903740
0.133766,905200
0.133779,906660
0.133787,908120
0.133805,909580
0.133811,911040
0.133819,912500
0.133825,913960
0.133831,915420
0.133849,916880
0.133855,918340
0.133876,919800
0.133888,921260
0.133894,922720
0.133927,924180
0.133939,925640
0.133947,927100
0.133953,928560
0.133961,930020
0.133973,931480
0.133985,932940
0.133991,934400
0.133995,935860
0.134005,937320
0.134037,938780
0.134044,940240
0.138181,941700
0.13819,943160
0.138237,944620
0.138243,946080
0.138263,947540
0.138282,949000
0.138288,950460
0.138296,951920
0.138302,953380
0.138308,954840
0.138314,956300
0.138321,957760
0.138327,959220
0.138347,960680
0.138353,962140
0.138374,963600
0.138386,965060
0.138393,966520
0.138405,967980
0.138413,969440
0.138434,970900
0.138445,972360
0.138463,973820
0.138489,975280
0.138509,976740
0.138516,978200
0.138541,979660
0.138555,981120
0.138574,982580
0.138579,984040
0.138586,985500
0.138593,986960
0.138605,988420
0.138613,989880
0.138626,991340
0.138631,992800
0.138643,994260
0.138651,995720
0.138678,997180
0.138691,998640
0.138712,1000100
0.138726,1001560
0.138732,1003020
0.138744,1004480
0.138751,1005940
0.138766,1007400
0.138777,1008860
0.138789,1010320
0.138797,1011780
0.138803,1013240
0.13883,1014700
0.138848,1016160
0.13888,1017620
0.1389,1019080
0.138921,1020540
0.138933,1022000
0.138939,1023460
0.138945,1024920
0.138951,1026380
0.138963,1027840
0.138978,1029300
0.13899,1030760
0.139003,1032220
0.139011,1033680
0.139029,1035140
0.139044,1036600
0.13905,1038060
0.139077,1039520
0.139089,1040980
0.139092,1042440
0.139096,1043900
0.1391,1045360
0.139108,1046820
0.139115,1048280
0.139129,1049740
0.139148,1051200
0.139175,1052660
0.139187,1054120
0.139193,1055580
0.139211,1057040
0.139232,1058500
0.139238,1059960
0.139251,1061420
0.139265,1062880
0.139271,1064340
0.139277,1065800
0.139283,1067260
0.139296,1068720
0.139317,1070180
0.139335,1071640
0.139355,1073100
0.139367,1074560
0.139395,1076020
0.139401,1077480
0.139407,1078940
0.139415,1080400
0.139421,1081860
0.139427,1083320
0.139447,1084780
0.139453,1086240
0.139459,1087700
0.13948,1089160
0.139492,1090620
0.139513,1092080
0.139532,1093540
0.139553,1095000
0.139578,1096460
0.139592,1097920
0.139597,1099380
0.139604,1100840
0.139609,1102300
0.139636,1103760
0.139644,1105220
0.139659,1106680
0.139678,1108140
0.13969,1109600
0.139704,1111060
0.13971,1112520
0.139713,1113980
0.139722,1115440
0.139728,1116900
0.139736,1118360
0.139743,1119820
0.139755,1121280
0.139761,1122740
0.139776,1124200
0.139781,1125660
0.139788,1127120
0.139794,1128580
0.139802,1130040
0.139821,1131500
0.139825,1132960
0.139841,1134420
0.139855,1135880
0.139861,1137340
0.139867,1138800
0.139874,1140260
0.139903,1141720
0.139928,1143180
0.139935,1144640
0.139947,1146100
0.139968,1147560
0.139974,1149020
0.139988,1150480
0.139998,1151940
0.140013,1153400
0.140032,1154860
0.140056,1156320
0.14007,1157780
0.140075,1159240
0.140094,1160700
0.140101,1162160
0.140107,1163620
0.140115,1165080
0.140147,1166540
0.140166,1168000
0.140192,1169460
0.140206,1170920
0.140238,1172380
0.140245,1173840
0.14025,1175300
0.140257,1176760
0.140271,1178220
0.140283,1179680
0.140302,1181140
0.140309,1182600
0.140315,1184060
0.140329,1185520
0.140342,1186980
0.140348,1188440
0.140352,1189900
0.14036,1191360
0.140393,1192820
0.140405,1194280
0.140413,1195740
0.140425,1197200
0.14045,1198660
0.140464,1200120
0.140477,1201580
0.140489,1203040
0.140495,1204500
0.140503,1205960
0.140509,1207420
0.140523,1208880
0.140543,1210340
0.140549,1211800
0.140563,1213260
0.140576,1214720
0.140588,1216180
0.140595,1217640
0.1406,1219100
0.140634,1220560
0.14064,1222020
0.140646,1223480
0.140653,1224940
0.140661,1226400
0.140673,1227860
0.140679,1229320
0.140686,1230780
0.14419,1232240
0.144198,1233700
0.144224,1235160
0.144232,1236620
0.144238,1238080
0.144245,1239540
0.144253,1241000
0.144272,1242460
0.144278,1243920
0.144285,1245380
0.14431,1246840
0.144331,1248300
0.14435,1249760
0.14437,1251220
0.144403,1252680
0.144409,1254140
0.144415,1255600
0.144428,1257060
0.144434,1258520
0.144438,1259980
0.144448,1261440
0.144454,1262900
0.144466,1264360
0.144479,1265820
0.144492,1267280
0.144504,1268740
0.14451,1270200
0.144518,1271660
0.144532,1273120
0.14455,1274580
0.144556,1276040
0.144576,1277500
0.144582,1278960
0.144598,1280420
0.144604,1281880
0.144611,1283340
0.144636,1284800
0.144644,1286260
0.144651,1287720
0.144657,1289180
0.144663,1290640
0.144669,1292100
0.144683,1293560
0.144703,1295020
0.144715,1296480
0.144722,1297940
0.144736,1299400
0.144749,1300860
0.144754,1302320
0.144761,1303780
0.144769,1305240
0.144787,1306700
0.144794,1308160
0.144806,1309620
0.144814,1311080
0.14482,1312540
0.144826,1314000
0.144831,1315460
0.144846,1316920
0.144852,1318380
0.144866,1319840
0.144872,1321300
0.144886,1322760
0.144894,1324220
0.144906,1325680
0.144912,1327140
0.144918,1328600
0.144932,1330060
0.14495,1331520
0.144965,1332980
0.144977,1334440
0.144983,1335900
0.145003,1337360
0.145027,1338820
0.145049,1340280
0.145057,1341740
0.145063,1343200
0.145075,1344660
0.145083,1346120
0.145089,1347580
0.145096,1349040
0.145109,1350500
0.145115,1351960
0.145129,1353420
0.145137,1354880
0.145144,1356340
0.14515,1357800
0.145168,1359260
0.145182,1360720
0.145201,1362180
0.145216,1363640
0.145222,1365100
0.145235,1366560
0.14524,1368020
0.14526,1369480
0.145279,1370940
0.145285,1372400
0.145293,1373860
0.145312,1375320
0.145319,1376780
0.145333,1378240
0.145339,1379700
0.145345,1381160
0.145352,1382620
0.145364,1384080
0.145385,1385540
0.145391,1387000
0.145404,1388460
0.14541,1389920
0.145424,1391380
0.14543,1392840
0.145454,1394300
0.14546,1395760
0.145466,1397220
0.145473,1398680
0.145479,1400140
0.145487,1401600
0.145493,1403060
0.145499,1404520
0.14552,1405980
0.145526,1407440
0.145532,1408900
0.14556,1410360
0.145581,1411820
0.145586,1413280
0.145598,1414740
0.145612,1416200
0.145631,1417660
0.145644,1419120
0.14565,1420580
0.145669,1422040
0.145675,1423500
0.145681,1424960
0.145687,1426420
0.145695,1427880
0.145715,1429340
0.145721,1430800
0.145735,1432260
0.145747,1433720
0.145757,1435180
0.145763,1436640
0.145769,1438100
0.145789,1439560
0.1458,1441020
0.145822,1442480
0.14584,1443940
0.145852,1445400
0.145879,1446860
0.145886,1448320
0.145892,1449780
0.145899,1451240
0.145904,1452700
0.145944,1454160
0.145951,1455620
0.145963,1457080
0.145969,1458540
0.145977,1460000
0.145998,1461460
0.146009,1462920
0.146024,1464380
0.146036,1465840
0.146042,1467300
0.146055,1468760
0.146075,1470220
0.146096,1471680
0.146107,1473140
0.146113,1474600
0.146127,1476060
0.146133,1477520
0.146137,1478980
0.146153,1480440
0.146165,1481900
0.146179,1483360
0.146212,1484820
0.146231,1486280
0.146257,1487740
0.14627,1489200
0.146276,1490660
0.146282,1492120
0.146296,1493580
0.146335,1495040
0.146348,1496500
0.146361,1497960
0.146366,1499420
0.14638,1500880
0.146392,1502340
0.146413,1503800
0.146426,1505260
0.146432,1506720
0.14644,1508180
0.146446,1509640
0.14646,1511100
0.146472,1512560
0.146479,1514020
0.146486,1515480
0.1465,1516940
0.146512,1518400
0.146518,1519860
0.146528,1521320
0.14654,1522780
0.146553,1524240
0.146558,1525700
0.146573,1527160
0.146588,1528620
0.146598,1530080
0.146604,1531540
0.146612,1533000
0.146624,1534460
0.14663,1535920
0.146636,1537380
0.146644,1538840
0.146656,1540300
0.14667,1541760
0.146683,1543220
0.146696,1544680
0.146703,1546140
0.146715,1547600
0.146721,1549060
0.146735,1550520
0.146742,1551980
0.146748,1553440
0.146756,1554900
0.146761,1556360
0.146795,1557820
0.146801,1559280
0.146809,1560740
0.146816,1562200
0.146828,1563660
0.146834,1565120
0.146847,1566580
0.146866,1568040
0.146875,1569500
0.146882,1570960
0.146901,1572420
0.146907,1573880
0.146915,1575340
0.146921,1576800
0.146927,1578260
0.146933,1579720
0.146945,1581180
0.146951,1582640
0.146969,1584100
0.146979,1585560
0.146998,1587020
0.14701,1588480
0.147024,1589940
0.147043,1591400
0.147055,1592860
0.147063,1594320
0.147069,1595780
0.147075,1597240
0.147082,1598700
0.147108,1600160
0.147167,1601620
0.147175,1603080
0.147187,1604540
0.147193,1606000
0.147201,1607460
0.147207,1608920
0.147228,1610380
0.147233,1611840
0.14724,1613300
0.147246,1614760
0.147253,1616220
0.147266,1617680
0.147273,1619140
0.147287,1620600
0.147292,1622060
0.147299,1623520
0.147307,1624980
0.147319,1626440
0.147324,1627900
0.147337,1629360
0.147349,1630820
0.14737,1632280
0.147376,1633740
0.147383,1635200
0.147389,1636660
0.147397,1638120
0.147402,1639580
0.147417,1641040
0.147448,1642500
0.147456,1643960
0.147468,1645420
0.147475,1646880
0.150203,1648340
0.150211,1649800
0.150217,1651260
0.150223,1652720
0.150229,1654180
0.150239,1655640
0.150258,1657100
0.15027,1658560
0.150291,1660020
0.150297,1661480
0.150304,1662940
0.150323,1664400
0.150343,1665860
0.150349,1667320
0.150364,1668780
0.15037,1670240
0.150378,1671700
0.150391,1673160
0.150397,1674620
0.150403,1676080
0.150415,1677540
0.150426,1679000
0.150437,1680460
0.150443,1681920
0.15045,1683380
0.150456,1684840
0.150484,1686300
0.150497,1687760
0.150503,1689220
0.150521,1690680
0.150529,1692140
0.150533,1693600
0.150554,1695060
0.150561,1696520
0.150573,1697980
0.150587,1699440
0.150593,1700900
0.150617,1702360
0.150631,1703820
0.150638,1705280
0.150643,1706740
0.150664,1708200
0.15067,1709660
0.15069,1711120
0.150696,1712580
0.150704,1714040
0.150716,1715500
0.150731,1716960
0.150736,1718420
0.150743,1719880
0.15077,1721340
0.150776,1722800
0.150783,1724260
0.150823,1725720
0.150835,1727180
0.150847,1728640
0.150862,1730100
0.150868,1731560
0.150874,1733020
0.150886,1734480
0.150892,1735940
0.1509,1737400
0.150912,1738860
0.15092,1740320
0.150937,1741780
0.150945,1743240
0.150958,1744700
0.150976,1746160
0.150983,1747620
0.15099,1749080
0.151002,1750540
0.151015,1752000
0.151027,1753460
0.151047,1754920
0.151067,1756380
0.151074,1757840
0.151086,1759300
0.151127,1760760
0.151137,1762220
0.151157,1763680
0.151163,1765140
0.151176,1766600
0.151192,1768060
0.151202,1769520
0.151208,1770980
0.151214,1772440
0.151226,1773900
0.151234,1775360
0.151246,1776820
0.15126,1778280
0.151273,1779740
0.151286,1781200
0.151293,1782660
0.151299,1784120
0.151333,1785580
0.15134,1787040
0.151385,1788500
0.151418,1789960
0.151424,1791420
0.151444,1792880
0.151451,1794340
0.15149,1795800
0.151504,1797260
0.151509,1798720
0.151516,1800180
0.151522,1801640
0.151533,1803100
0.151549,1804560
0.151555,1806020
0.151563,1807480
0.151575,1808940
0.15158,1810400
0.151587,1811860
0.151593,1813320
0.151599,1814780
0.151619,1816240
0.151625,1817700
0.151643,1819160
0.151658,1820620
0.151678,1822080
0.151684,1823540
0.1517,1825000
0.151718,1826460
0.15173,1827920
0.151751,1829380
0.151776,1830840
0.151782,1832300
0.15179,1833760
0.151795,1835220
0.151802,1836680
0.151808,1838140
0.151814,1839600
0.151826,1841060
0.151845,1842520
0.151864,1843980
0.151871,1845440
0.151878,1846900
0.151893,1848360
0.151899,1849820
0.151905,1851280
0.151926,1852740
0.151945,1854200
0.151957,1855660
0.151977,1857120
0.151983,1858580
0.151989,1860040
0.152008,1861500
0.152014,1862960
0.152029,1864420
0.152042,1865880
0.152048,1867340
0.152055,1868800
0.152074,1870260
0.15208,1871720
0.1521,1873180
0.152108,1874640
0.152114,1876100
0.152122,1877560
0.152128,1879020
0.152134,1880480
0.15214,1881940
0.152146,1883400
0.152159,1884860
0.152165,1886320
0.152173,1887780
0.152194,1889240
0.1522,1890700
0.152212,1892160
0.152225,1893620
0.152231,1895080
0.152237,1896540
0.152257,1898000
0.152263,1899460
0.152279,1900920
0.152291,1902380
0.152304,1903840
0.15231,1905300
0.152324,1906760
0.152331,1908220
0.152336,1909680
0.152342,1911140
0.152362,1912600
0.152368,1914060
0.152376,1915520
0.152388,1916980
0.152396,1918440
0.152402,1919900
0.152408,1921360
0.152415,1922820
0.152427,1924280
0.152433,1925740
0.152441,1927200
0.152448,1928660
0.152481,1930120
0.152501,1931580
0.152507,1933040
0.152528,1934500
0.152535,1935960
0.152541,1937420
0.152554,1938880
0.152562,1940340
0.152581,1941800
0.152593,1943260
0.152607,1944720
0.152622,1946180
0.152635,1947640
0.152642,1949100
0.152654,1950560
0.15266,1952020
0.152667,1953480
0.152684,1954940
0.152692,1956400
0.152698,1957860
0.152718,1959320
0.152724,1960780
0.152734,1962240
0.152759,1963700
0.152778,1965160
0.152811,1966620
0.152823,1968080
0.152829,1969540
0.152845,1971000
0.152862,1972460
0.152869,1973920
0.152875,1975380
0.152881,1976840
0.152895,1978300
0.152901,1979760
0.152909,1981220
0.152939,1982680
0.152956,1984140
0.152968,1985600
0.152988,1987060
0.152994,1988520
0.153016,1989980
0.153034,1991440
0.153054,1992900
0.15306,1994360
0.153066,1995820
0.153074,1997280
0.153092,1998740
0.153101,2000200
0.153113,2001660
0.153119,2003120
0.153125,2004580
0.153131,2006040
0.153137,2007500
0.153143,2008960
0.153152,2010420
0.153158,2011880
0.153178,2013340
0.153191,2014800
0.153203,2016260
0.153209,2017720
0.153215,2019180
0.153223,2020640
0.153242,2022100
0.153254,2023560
0.153262,2025020
0.153268,2026480
0.153274,2027940
0.15328,2029400
0.153286,2030860
0.153307,2032320
0.153315,2033780
0.153327,2035240
0.153333,2036700
0.153352,2038160
0.153359,2039620
0.153379,2041080
0.153392,2042540
0.153431,2044000
0.153452,2045460
0.15347,2046920
0.153476,2048380
0.153503,2049840
0.153536,2051300
0.153542,2052760
0.15355,2054220
0.153556,2055680
0.153575,2057140
0.153581,2058600
0.153601,2060060
0.153613,2061520
0.153634,2062980
0.15364,2064440
0.153648,2065900
0.153654,2067360
0.15366,2068820
0.153681,2070280
0.153708,2071740
0.153726,2073200
0.153733,2074660
0.153747,2076120
0.153753,2077580
0.153769,2079040
0.153781,2080500
0.153794,2081960
0.153799,2083420
0.153804,2084880
0.153826,2086340
0.153832,2087800
0.153853,2089260
0.153865,2090720
0.153872,2092180
0.153892,2093640
0.153898,2095100
0.153916,2096560
0.153923,2098020
0.153931,2099480
0.153933,2100940
0.153938,2102400
0.153971,2103860
0.153983,2105320
0.153989,2106780
0.153995,2108240
0.154009,2109700
0.154022,2111160
0.154063,2112620
0.154069,2114080
0.154075,2115540
0.154084,2117000
0.154089,2118460
0.154103,2119920
0.154117,2121380
0.154123,2122840
0.154129,2124300
0.154136,2125760
0.154144,2127220
0.15415,2128680
0.154171,2130140
0.154177,2131600
0.154197,2133060
0.154216,2134520
0.154224,2135980
0.154232,2137440
0.154234,2138900
0.15425,2140360
0.154263,2141820
0.154289,2143280
0.154314,2144740
0.154328,2146200
0.154334,2147660
0.154347,2149120
0.154359,2150580
0.154373,2152040
0.154386,2153500
0.154407,2154960
0.154412,2156420
0.154418,2157880
0.154424,2159340
0.15443,2160800
0.154451,2162260
0.15447,2163720
0.154491,2165180
0.154498,2166640
0.154503,2168100
0.154515,2169560
0.154521,2171020
0.154529,2172480
0.154536,2173940
0.154542,2175400
0.154563,2176860
0.154569,2178320
0.154571,2179780
0.154581,2181240
0.156205,2182700
0.156212,2184160
0.156231,2185620
0.156243,2187080
0.156264,2188540
0.156286,2190000
0.156296,2191460
0.156302,2192920
0.156314,2194380
0.156322,2195840
0.156328,2197300
0.156348,2198760
0.156361,2200220
0.156367,2201680
0.156375,2203140
0.156381,2204600
0.156387,2206060
0.156395,2207520
0.156415,2208980
0.156423,2210440
0.156428,2211900
0.156454,2213360
0.156462,2214820
0.156481,2216280
0.156508,2217740
0.156525,2219200
0.156547,2220660
0.156566,2222120
0.156575,2223580
0.15658,2225040
0.156588,2226500
0.1566,2227960
0.156606,2229420
0.156613,2230880
0.156636,2232340
0.156647,2233800
0.156652,2235260
0.156667,2236720
0.156679,2238180
0.156682,2239640
0.156691,2241100
0.156716,2242560
0.156724,2244020
0.156737,2245480
0.15675,2246940
0.156764,2248400
0.15677,2249860
0.156776,2251320
0.156784,2252780
0.156802,2254240
0.156816,2255700
0.156835,2257160
0.156855,2258620
0.156861,2260080
0.156882,2261540
0.156908,2263000
0.156914,2264460
0.156935,2265920
0.156947,2267380
0.156953,2268840
0.15696,2270300
0.156966,2271760
0.156986,2273220
0.157,2274680
0.157005,2276140
0.157011,2277600
0.157026,2279060
0.15703,2280520
0.157047,2281980
0.157052,2283440
0.15706,2284900
0.157066,2286360
0.157072,2287820
0.157079,2289280
0.157093,2290740
0.157118,2292200
0.157138,2293660
0.157144,2295120
0.157156,2296580
0.157177,2298040
0.157184,2299500
0.157198,2300960
0.15721,2302420
0.157216,2303880
0.157228,2305340
0.157236,2306800
0.157242,2308260
0.157249,2309720
0.157275,2311180
0.157288,2312640
0.157296,2314100
0.157308,2315560
0.157314,2317020
0.157322,2318480
0.157329,2319940
0.157334,2321400
0.157357,2322860
0.157387,2324320
0.157414,2325780
0.15742,2327240
0.157427,2328700
0.157433,2330160
0.157448,2331620
0.15746,2333080
0.157482,2334540
0.157498,2336000
0.1575,2337460
0.157506,2338920
0.157512,2340380
0.157532,2341840
0.157553,2343300
0.157578,2344760
0.157592,2346220
0.157598,2347680
0.157604,2349140
0.157612,2350600
0.157624,2352060
0.15763,2353520
0.157637,2354980
0.157645,2356440
0.157659,2357900
0.157665,2359360
0.157678,2360820
0.157684,2362280
0.15769,2363740
