Time,Wnd
0.0113385,4380
0.0220133,5840
0.0227372,7300
0.0234618,8760
0.024161,10220
0.0248358,11680
0.0249094,13140
0.0255596,14600
0.0256332,16060
0.0261396,17520
0.0262836,18980
0.0263569,20440
0.0268144,21900
0.0269583,23360
0.0270319,24820
0.0271055,26280
0.0275137,27740
0.0276331,29200
0.0277067,30660
0.0277803,32120
0.0278302,33580
0.027904,35040
0.0282376,36500
0.0283325,37960
0.028406,39420
0.0284796,40880
0.0285532,42340
0.0286267,43800
0.0287003,45260
0.0288176,46720
0.0289614,48180
0.029035,49640
0.0291088,51100
0.0291828,52560
0.0292557,54020
0.0293292,55480
0.0294028,56940
0.0294764,58400
0.02955,59860
0.0296235,61320
0.0296971,62780
0.0297706,64240
0.0298442,65700
0.029918,67160
0.0299676,68620
0.0300412,70080
0.0301148,71540
0.0301884,73000
0.0302619,74460
0.0303355,75920
0.0304091,77380
0.0304826,78840
0.0305562,80300
0.0306298,81760
0.0307036,83220
0.0307532,84680
0.0308268,86140
0.0309003,87600
0.0309739,89060
0.0310482,90520
0.031121,91980
0.0311946,93440
0.0312681,94900
0.0313417,96360
0.0313915,97820
0.0314654,99280
0.0315388,100740
0.0316125,102200
0.0316862,103660
0.0317599,105120
0.0318335,106580
0.0319072,108040
0.0319808,109500
0.0320545,110960
0.0321289,112420
0.0321781,113880
0.032252,115340
0.0323254,116800
0.0323998,118260
0.0324727,119720
0.0325464,121180
0.03262,122640
0.0326937,124100
0.0327674,125560
0.0328411,127020
0.0329155,128480
0.0329885,129940
0.0330625,131400
0.0331123,132860
0.0331867,134320
0.0332597,135780
0.0333334,137240
0.0334071,138700
0.0334808,140160
0.0335545,141620
0.0336282,143080
0.0337019,144540
0.0337756,146000
0.0338496,147460
0.0338993,148920
0.033973,150380
0.0340467,151840
0.0341204,153300
0.0341941,154760
0.0342686,156220
0.0343416,157680
0.0344153,159140
0.034489,160600
0.0345627,162060
0.0346367,163520
0.0346864,164980
0.0347601,166440
0.0348338,167900
0.0349078,81729
0.0349816,79527
0.0350556,77324
0.0351295,75121
0.0351798,75149
0.0352777,71447
0.0353757,69244
0.0354499,67041
0.0355235,64839
0.0355974,62638
0.0356713,60435
0.0357452,58232
0.0358191,56030
0.035893,53828
0.0359669,51625
0.0360408,49423
0.0361147,47221
0.0362126,45018
0.0362868,42815
0.0363602,40613
0.036434,38411
0.0365077,36208
0.0365814,34005
0.0366314,32539
0.0367051,30337
0.0368028,28135
0.0369006,25932
0.0369745,23724
0.0370488,21502
0.0371712,21601
0.0372214,21699
0.0372957,21797
0.03737,21894
0.0374451,21991
0.0375187,22087
0.0375937,22183
0.0377398,22279
0.0381238,22374
0.0382227,22469
0.038297,22563
0.0383472,22657
0.0384677,22751
0.0385421,22844
0.0389014,22937
0.0390003,23029
0.039074,23121
0.0391717,23213
0.0392453,23304
0.0396047,23395
0.0397036,23486
0.0397773,23576
0.0398752,23666
0.0399732,23756
0.0403326,23845
0.0404315,23934
0.0404815,24023
0.0405552,24111
0.040652,24199
0.0410113,24287
0.0411102,24374
0.0411839,24461
0.0412585,24548
0.0413555,24634
0.0416901,24720
0.041789,24806
0.0418627,24891
0.0419372,24976
0.0420343,25061
0.0423688,25146
0.0424923,25230
0.0425423,25314
0.042616,25398
0.042713,25481
0.042787,25564
0.0430967,25647
0.0432201,25730
0.0432954,25812
0.0433917,25894
0.0434657,25976
0.0435157,26058
0.0438253,26139
0.043948,26220
0.0440232,26301
0.0441196,26382
0.0441938,26462
0.044504,26542
0.0446268,26622
0.044702,26702
0.0447984,26781
0.0448484,26860
0.0449221,26939
0.0452319,27018
0.0453301,27096
0.0454053,27174
0.0455018,27252
0.0455757,27330
0.04565,27407
0.0459599,27484
0.0460335,27561
0.0461087,27638
0.0462051,27715
0.0462791,27791
0.0463534,27867
0.0466632,27943
0.046737,28019
0.046812,28095
0.0469087,28170
0.0469824,28245
0.0470567,28320
0.0473666,28395
0.0474411,28470
0.0475141,28544
0.0476121,28618
0.0476621,28692
0.0477365,28766
0.0480454,28840
0.0481198,28913
0.0481938,28986
0.0482909,29059
0.0483646,29132
0.0484398,29205
0.0487487,29277
0.0488232,29349
0.0488971,29421
0.0489696,29493
0.0490441,29565
0.0491186,29637
0.0494275,29708
0.0495022,29779
0.0495759,29850
0.0496496,29921
0.0496996,29992
0.0497733,30063
0.0498471,30133
0.0501555,30203
0.0502301,30273
0.0503038,30343
0.0503776,30413
0.0504521,30483
0.0505023,30552
0.0505757,30621
0.0508834,30690
0.0509581,30759
0.0510318,30828
0.0511062,30897
0.05118,30965
0.0512545,31033
0.051439,31101
0.051612,31169
0.051686,31237
0.05176,31305
0.0518341,31373
0.051908,31440
