0.229459, 4380
0.344988, 5840
0.367235, 7300
0.453279, 8760
0.466939, 10220
0.597096, 11680
0.610571, 13140
0.681067, 14600
0.691257, 16060
0.705758, 17520
0.739199, 18980
0.816616, 20440
0.849356, 21900
0.86028, 23360
0.871261, 24820
0.924919, 26280
0.931417, 27740
0.953857, 29200
0.963835, 30660
0.987049, 32120
1.02132, 33580
1.03328, 35040
1.07034, 36500
1.08121, 37960
1.11614, 39420
1.1272, 40880
1.1523, 42340
1.16329, 43800
1.17423, 45260
1.20857, 46720
1.21904, 48180
1.22922, 49640
1.23913, 51100
1.2507, 52560
1.27451, 54020
1.28487, 55480
1.29491, 56940
1.30714, 58400
1.3534, 59860
1.3881, 61320
1.41085, 62780
1.42046, 64240
1.43227, 65700
1.4599, 32729
1.46487, 32220
1.46799, 31837
1.46834, 31768
1.47527, 31038
1.47887, 30630
1.49615, 28759
1.49956, 28326
1.50678, 28401
1.53957, 23929
1.53984, 23888
1.54013, 23824
1.54733, 23078
1.56216, 21463
1.56854, 20733
1.57185, 20310
1.57917, 20414
1.59066, 20518
1.6007, 20621
1.61293, 20724
1.62399, 20826
1.63541, 20928
1.66089, 10553
1.667, 10754
1.66769, 9770
1.67076, 9388
1.67207, 9212
1.68108, 8349
1.68363, 8008
1.68404, 7963
1.69428, 6905
1.70675, 7213
1.72652, 7508
1.79347, 7791
1.80287, 8064
1.84995, 8328
1.8687, 8583
1.88097, 8831
1.89699, 9072
1.91146, 9306
1.92186, 9535
1.93196, 9758
1.96854, 9976
1.98955, 10189
2.00558, 10398
2.01558, 10603
2.03005, 10804
2.04047, 11001
2.05055, 11194
2.06937, 11384
2.09772, 11571
2.10814, 11755
2.12416, 11936
2.13416, 12114
2.14864, 12289
2.15913, 12462
2.16916, 12633
2.18796, 12801
2.19796, 12967
2.21664, 13131
2.22673, 13293
2.35903, 13453
2.37628, 13611
2.39401, 13767
2.41596, 13921
2.44149, 14074
2.44763, 14225
2.46761, 14374
2.47377, 14522
2.59178, 14668
2.66564, 14813
2.68596, 14956
2.70039, 15098
2.72078, 15239
2.80874, 15378
2.82424, 15516
2.84805, 15653
2.86792, 15789
2.8805, 15924
2.89935, 16057
2.91631, 16189
2.93283, 16320
2.94985, 16450
2.9717, 16579
2.98909, 16707
3.0299, 16834
3.16192, 16960
3.17988, 17085
3.21403, 17209
3.22982, 17332
3.24645, 17454
3.30288, 17576
3.32262, 17697
3.35234, 17817
3.36775, 17936
3.38086, 18054
3.39675, 18172
3.41147, 18289
3.42875, 18405
3.44366, 18520
3.46093, 18635
3.47634, 18749
3.48945, 18862
3.50471, 18975
3.52006, 19087
3.56624, 19198
3.57824, 19309
3.65974, 19419
3.70371, 19528
3.72099, 19637
3.73608, 19745
3.74692, 19852
3.75868, 19959
3.76958, 20065
3.78746, 20171
3.84482, 20276
3.85606, 20381
3.86749, 20485
3.87834, 20589
3.89605, 20692
3.90625, 20795
3.91866, 20897
3.93593, 20999
3.9534, 21100
3.96464, 21201
3.97607, 21301
3.98693, 21401
4.00464, 21500
4.06827, 21599
4.14106, 21697
4.20323, 21795
4.21961, 21892
4.2426, 21989
4.26475, 22085
4.34145, 22181
4.35245, 22277
4.36351, 22372
4.37469, 22467
4.39307, 22561
4.40343, 22655
4.41483, 22749
4.42578, 22842
4.43835, 22935
4.45003, 23027
4.46175, 23119
4.47284, 23211
4.48445, 23302
4.50166, 23393
4.51232, 23484
4.52414, 23574
4.53523, 23664
4.54727, 23754
4.55862, 23843
4.57033, 23932
4.58143, 24021
4.59303, 24109
4.62772, 24197
4.71808, 24285
4.72985, 24372
4.76314, 24459
4.77493, 24546
4.82991, 24632
4.84097, 24718
4.85205, 24804
4.86369, 24889
4.87414, 24974
4.88559, 25059
4.89725, 25144
4.90791, 25228
4.91886, 25312
4.93024, 25396
4.94065, 25479
4.95236, 25562
4.96364, 25645
4.97532, 25728
4.98634, 25810
4.99794, 25892
5.00879, 25974
5.01997, 26056
5.03108, 26137
5.04224, 26218
5.05303, 26299
5.06492, 26380
5.07543, 26460
5.08622, 26540
5.10789, 26620
5.24487, 26700
5.2556, 26779
5.26613, 26858
5.27729, 26937
5.29973, 27016
5.33292, 27094
5.34342, 27172
5.35479, 27250
5.36593, 27328
5.37715, 27406
5.38882, 27483
5.40009, 27560
5.41113, 27637
5.42254, 27714
5.43355, 27790
5.4443, 27866
5.45588, 27942
5.46731, 28018
5.47881, 28094
5.4902, 28169
5.50114, 28244
5.51242, 28319
5.52305, 28394
5.53411, 28469
5.54529, 28543
5.55605, 28617
5.56697, 28691
5.57861, 28765
5.58921, 28839
5.59997, 28912
5.7437, 28985
5.76566, 29058
5.77723, 29131
5.79879, 29204
5.83134, 29276
5.88573, 29348
5.89651, 29420
5.90786, 29492
5.91914, 29564
5.93057, 29636
5.94221, 29707
5.95402, 29778
5.96491, 29849
5.97601, 29920
5.98729, 29991
5.99863, 30062
6.01001, 30132
6.02048, 30202
6.03163, 30272
6.04306, 30342
6.05455, 30412
6.06604, 30482
6.07667, 30551
6.08816, 30620
6.0992, 30689
6.11062, 30758
6.12154, 30827
6.13249, 30896
6.14714, 30964
6.15808, 31032
6.16926, 31100
6.18047, 31168
6.19126, 31236
6.20208, 31304
6.3678, 31372
6.37897, 31439
6.38993, 31506
6.41217, 31573
6.43357, 31640
6.44452, 31707
6.49839, 31774
6.50938, 31841
6.52081, 31907
6.53231, 31973
6.54375, 32039
6.55485, 32105
6.56638, 32171
6.57799, 32237
6.58955, 32303
6.60071, 32368
6.61177, 32433
6.62299, 32498
6.64531, 32563
6.65624, 32628
6.66732, 32693
6.67868, 32758
6.68974, 32823
6.7008, 32887
6.71208, 32951
6.72315, 33015
6.73497, 33079
6.74548, 33143
6.75627, 33207
6.76743, 33271
6.77843, 33335
6.78971, 33398
6.80043, 33461
6.81145, 33524
6.8225, 33587
6.83329, 33650
6.84429, 33713
6.8556, 33776
6.86657, 33839
6.87822, 33901
7.05409, 33963
7.07602, 34025
7.08669, 34087
7.10894, 34149
7.12, 34211
7.13091, 34273
7.14202, 34335
7.15322, 34397
7.16834, 34458
7.17979, 34519
7.191, 34580
7.20247, 34641
7.21331, 34702
7.22457, 34763
7.23504, 34824
7.24631, 34885
7.25756, 34946
7.26845, 35006
7.2799, 35066
7.29112, 35126
7.30261, 35186
7.31386, 35246
7.32515, 35306
7.33665, 35366
7.34749, 35426
7.35889, 35486
7.37005, 35546
7.38154, 35605
7.39232, 35664
7.40401, 35723
7.41507, 35782
7.42613, 35841
7.43761, 35900
7.44867, 35959
7.45968, 36018
7.46997, 36077
7.48141, 36136
7.49238, 36194
7.51499, 36252
7.52588, 36310
7.5585, 36368
7.66891, 36426
7.70161, 36484
7.73494, 36542
7.74583, 36600
7.76797, 36658
7.78974, 36716
7.80074, 36774
7.81222, 36831
7.82376, 36888
7.83473, 36945
7.85693, 37002
7.86778, 37059
7.87872, 37116
7.89019, 37173
7.9013, 37230
7.91225, 37287
7.924, 37344
7.93515, 37401
7.94609, 37457
7.95721, 37513
7.96843, 37569
7.98047, 37625
7.99141, 37681
8.00269, 37737
8.01353, 37793
8.0247, 37849
8.03548, 37905
8.04705, 37961
8.05875, 38017
8.0696, 38073
8.08087, 38128
8.09237, 38183
8.10321, 38238
8.11427, 38293
8.12555, 38348
8.13716, 38403
8.1482, 38458
8.15849, 38513
8.17384, 38568
8.18485, 38623
8.19607, 38678
8.20712, 38733
8.21856, 38788
8.39296, 38842
8.4047, 38896
8.42697, 38950
8.43802, 39004
8.46017, 39058
8.47158, 39112
8.48243, 39166
8.49355, 39220
8.5047, 39274
8.51548, 39328
8.52691, 39382
8.53808, 39436
8.54926, 39490
8.5606, 39543
8.58242, 39596
8.59329, 39649
8.60423, 39702
8.6159, 39755
8.62733, 39808
8.63827, 39861
8.64993, 39914
8.66078, 39967
8.67199, 40020
8.68349, 40073
8.69427, 40126
8.70598, 40179
8.71705, 40232
8.72809, 40284
8.73931, 40336
