Time,Sent
0.00440032,1
0.0183257,2
0.0184259,3
0.0186052,4
0.0528406,5
0.0529422,6
0.0531946,7
0.0532962,8
0.0769439,9
0.0777819,10
0.0780015,11
0.0781041,12
0.0783604,13
0.078463,14
0.0787193,15
0.0788218,16
0.0790782,17
0.102234,18
0.102566,19
0.102669,20
0.102928,21
0.103058,22
0.10329,23
0.103394,24
0.103658,25
0.103763,26
0.10402,27
0.104151,28
0.104384,29
0.104514,30
0.104749,31
0.104854,32
0.10512,33
0.105225,34
0.126918,35
0.12705,36
0.127403,37
0.127534,38
0.12777,39
0.127875,40
0.128143,41
0.128248,42
0.128516,43
0.128621,44
0.128885,45
0.128991,46
0.129262,47
0.129368,48
0.129638,49
0.129744,50
0.13001,51
0.130117,52
0.130392,53
0.130526,54
0.130774,55
0.130882,56
0.131154,57
0.131263,58
0.131587,59
0.131698,60
0.138765,61
0.151692,62
0.151829,63
0.15211,64
0.152248,65
0.152526,66
0.152642,67
0.152951,68
0.153066,69
0.153376,70
0.153491,71
0.153786,72
0.153904,73
0.154219,74
0.154337,75
0.154644,76
0.154762,77
0.155079,78
0.155219,79
0.155508,80
0.155626,81
0.155936,82
0.156055,83
0.156377,84
0.156496,85
0.156843,86
0.156963,87
0.157397,88
0.157539,89
0.15768,90
0.157942,91
0.158062,92
0.158144,93
0.175893,94
0.176013,95
0.176133,96
0.176254,97
0.176374,98
0.176494,99
0.176574,100
0.179311,101
0.17944,102
0.179658,103
0.179801,104
0.179921,105
0.180041,106
0.180155,107
0.180477,108
0.180597,109
0.180784,110
0.180926,111
0.181229,112
0.181349,113
0.181469,114
0.181589,115
0.181709,116
0.181892,117
0.198405,118
0.198694,119
0.198815,120
0.203775,121
0.203896,122
0.204016,123
0.204136,124
0.204256,125
0.204376,126
0.204676,127
0.204797,128
0.20513,129
0.205251,130
0.205583,131
0.205725,132
0.206014,133
0.206135,134
0.206467,135
0.206589,136
0.206909,137
0.20703,138
0.223113,139
0.223256,140
0.223558,141
0.22368,142
0.224014,143
0.224136,144
0.229462,145
0.229584,146
0.229918,147
0.23004,148
0.230374,149
0.230496,150
0.23083,151
0.230952,152
0.231274,153
0.231719,154
0.232148,155
0.23227,156
0.23259,157
0.232711,158
0.233044,159
0.233185,160
0.247867,161
0.247989,162
0.254053,163
0.254196,164
0.254498,165
0.25462,166
0.254954,167
0.255076,168
0.25541,169
0.255563,170
0.255854,171
0.255976,172
0.25631,173
0.256452,174
0.256755,175
0.256877,176
0.257211,177
0.257353,178
0.257644,179
0.257766,180
0.2581,181
0.258222,182
0.258556,183
0.258698,184
0.272214,185
0.272357,186
0.278806,187
0.278928,188
0.279262,189
0.279373,190
0.279692,191
0.279834,192
0.280135,193
0.280256,194
0.280576,195
0.280697,196
0.281005,197
0.281126,198
0.281447,199
0.281599,200
0.281888,201
0.28201,202
0.28233,203
0.282451,204
0.282784,205
0.282905,206
0.283224,207
0.283346,208
0.283677,209
0.283798,210
0.302912,211
0.303034,212
0.303356,213
0.303498,214
0.303789,215
0.303911,216
