0.100007, 75744
0.200094, 178840
0.300291, 193568
0.404639, 183048
0.50479, 206192
0.604857, 245116
0.705008, 299820
0.805159, 372408
0.90531, 459724
1.00534, 568080
1.10536, 690112
1.2054, 832132
1.3054, 964684
1.40541, 1080404
1.50541, 1232944
1.60541, 1365496
1.70542, 1491736
1.80542, 1614820
1.90542, 1759996
2.00543, 1889392
2.10543, 2015632
2.20543, 2145028
2.30551, 2417496
2.40553, 2707848
2.50558, 2965588
2.60558, 3235952
2.70559, 3517888
2.80559, 3751432
2.90559, 3993392
3.0056, 4243768
3.1056, 4475208
3.2056, 4699284
3.30561, 4902320
3.40561, 5114824
3.50562, 5325224
3.60562, 5336796
3.70562, 5357836
3.80563, 5389396
3.90563, 5423060
4.00563, 5463036
4.10564, 5511428
4.20564, 5565080
4.30564, 5611368
4.40565, 5680800
4.50565, 5738660
4.60565, 5797572
4.70573, 5809144
4.80577, 5830184
4.90581, 5865952
5.00582, 5908032
5.10582, 5950112
5.20582, 6013232
5.30583, 6072144
5.40583, 6122640
5.50583, 6196280
5.60584, 6254140
5.70584, 6330936
5.80584, 6410888
5.90585, 6484528
6.00588, 6501360
6.10592, 6522400
6.20592, 6551856
6.30592, 6591832
6.40593, 6631808
6.50593, 6680200
6.60594, 6733852
6.70594, 6796972
6.80594, 6849572
6.90595, 6926368
7.00595, 6989488
7.10595, 7055764
7.20596, 7152548
7.30596, 7257748
7.40596, 7369260
7.50597, 7489188
7.60597, 7584920
7.70597, 7719576
7.80598, 7826880
7.90598, 7935236
8.00598, 8022552
8.10599, 8032020
8.20599, 8045696
8.306, 8066736
8.406, 8086724
8.506, 8111972
8.60601, 8138272
8.70601, 8180352
8.80605, 8221380
8.90609, 8308696
9.0061, 8417052
9.1061, 8518044
9.2061, 8608516
9.30611, 8725288
9.40611, 8827332
9.50611, 8927272
9.60612, 9049304
9.70612, 9146088
9.80612, 9250236
9.90613, 9391204
